pdb_id,entity_id,journal,journal_volume,journal_first_page,journal_last_page,citation_title,citation_doi,journal_page,citation_year,pubmed_id,citation_authors,status,revision_date,release_date,processing_site,deposition_site,deposition_date,superseded_by,obsoletes,pfam_accession,pfam_name,pfam_clan_name,pfam_description,interpro_accession,interpro_name,cath_code,cath_class,cath_architecture,cath_topology,cath_homologous_superfamily,ec_number,enzyme_name,enzyme_systematic_name,ec_hierarchy_name,go_id,biological_process,biological_function,biological_cell_component,scop_class,scop_fold,scop_superfamily,scop_family,uniprot_accession,uniprot_id,uniprot_coverage,bmrb_id,emdb_id,experimental_method,experiment_data_available,title,entry_authors,sample_preparation_method,detector,detector_type,synchrotron_beamline,beam_source_name,diffraction_protocol,structure_determination_method,refinement_software,spacegroup,beam_source_type,synchrotron_site,structure_solution_software,data_reduction_software,data_scaling_software,phasing_method,SG_center_name,SG_full_name,crystallisation_reservoir,crystallisation_ph
1fnt,1,Nature,408,,,Structural basis for the activation of 20S proteasomes by 11S regulators.,10.1038/35040607,115-20,2000,11081519,"Whitby\, F.G.,Masters\, E.I.,Kramer\, L.,Knowlton\, J.R.,Yao\, Y.,Wang\, C.C.,Hill\, C.P.",REL,2018-01-31T01:00:00Z,2001-04-11T01:00:00Z,RCSB,RCSB,2000-08-23T01:00:00Z,,,"PF10584,PF00227","Proteasome_A_N,Proteasome","NTN,NTN","Proteasome subunit A N-terminal signature,Proteasome subunit","IPR001353,IPR000426,IPR029055,IPR034642,IPR023332","Proteasome\, subunit alpha/beta,Proteasome alpha-subunit\, N-terminal domain,Nucleophile aminohydrolases\, N-terminal,Proteasome subunit alpha6,Proteasome alpha-type subunit",3.60.20.10,Alpha Beta,4-Layer Sandwich,"Glutamine Phosphoribosylpyrophosphate\, subunit 1\, domain 1","Glutamine Phosphoribosylpyrophosphate\, subunit 1\, domain 1",3.4.25.1,Proteasome endopeptidase complex,,"Hydrolases,Acting on peptide bonds (peptidases),Threonine endopeptidases,Proteasome endopeptidase complex","GO:0051603,GO:0010499,GO:0043161,GO:0006508,GO:0006511,GO:0003674,GO:0005515,GO:0004175,GO:0004298,GO:0016787,GO:0008233,GO:0034515,GO:0019773,GO:0008537,GO:0005839,GO:0000502,GO:0005634,GO:0042175,GO:0005737","proteolysis involved in cellular protein catabolic process,proteasomal ubiquitin-independent protein catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process,proteolysis,ubiquitin-dependent protein catabolic process","molecular_function,protein binding,endopeptidase activity,threonine-type endopeptidase activity,hydrolase activity,peptidase activity","proteasome storage granule,proteasome core complex\, alpha-subunit complex,proteasome activator complex,proteasome core complex,proteasome complex,nucleus,nuclear outer membrane-endoplasmic reticulum membrane network,cytoplasm",,,,,P21243,PSA1_YEAST,"1.0,1.0",,,X-ray diffraction,y,CRYSTAL STRUCTURE OF THE 20S PROTEASOME FROM YEAST IN COMPLEX WITH THE PROTEASOME ACTIVATOR PA26 FROM TRYPANOSOME BRUCEI AT 3.2 ANGSTROMS RESOLUTION,"Yao\, Y.,Masters\, E.,Whitby\, F.G.,Kramer\, L.,Knowlton\, J.R.,Wang\, C.C.,Hill\, C.P.",Engineered,Image plate,MARRESEARCH,BL9-1,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,P 21 21 21,,SSRL,,,,,,,"SODIUM HEPES,2-METHYL-2\,4-PENTANEDIOL,SODIUM CHLORIDE",7.5
5lxg,2,Nature,6,,,Structural insights into adiponectin receptors suggest ceramidase activity.,10.1038/nature21714,120-123,2017,28329765,"Vasiliauskaite-Brooks\, I.,Sounier\, R.,Rochaix\, P.,Bellot\, G.,Fortier\, M.,Hoh\, F.,De Colibus\, L.,Bechara\, C.,Saied\, E.M.,Arenz\, C.,Leyrat\, C.,Granier\, S.",REL,2018-01-31T01:00:00Z,2017-03-22T01:00:00Z,PDBE,PDBE,2016-09-21T01:00:00Z,,,,,,,"IPR003599,IPR013783,IPR013106,IPR036179,IPR007110","Immunoglobulin subtype,Immunoglobulin-like fold,Immunoglobulin V-set domain,Immunoglobulin-like domain superfamily,Immunoglobulin-like domain",,,,,,,,,,,,,,,,,,,,,,,X-ray diffraction,y,Revised crystal structure of the human adiponectin receptor 1 in an open conformation,"Leyrat\, C.,Vasiliauskaite-Brooks\, I.,Granier\, S.",Engineered,CCD,RAYONIX MX225HE,BL32XU,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,C 2 2 21,,SPRING-8,,,,,,,,
1i6h,9,Science,292,,,Structural basis of transcription: an RNA polymerase II elongation complex at 3.3 A resolution.,10.1126/science.1059495,1876-82,2001,11313499,"Gnatt\, A.L.,Cramer\, P.,Fu\, J.,Bushnell\, D.A.,Kornberg\, R.D.",REL,2018-01-31T01:00:00Z,2001-04-23T01:00:00Z,RCSB,RCSB,2001-03-02T01:00:00Z,,,"PF02150,PF01096","RNA_POL_M_15KD,TFIIS_C","Zn_Beta_Ribbon,Zn_Beta_Ribbon","RNA polymerases M/15 Kd subunit,Transcription factor S-II (TFIIS)","IPR019761,IPR012164,IPR034012,IPR001529,IPR001222","DNA-directed RNA polymerase M\, 15kDa subunit\, conserved site,DNA-directed RNA polymerase subunit/transcription factor S,Pol II subunit B9\, C-terminal zinc ribbon,DNA-directed RNA polymerase\, M/15kDa subunit,Zinc finger\, TFIIS-type",2.20.25.10,Mainly Beta,Single Sheet,N-terminal domain of TfIIb,N-terminal domain of TfIIb,,,,,"GO:0006351,GO:0006366,GO:0006283,GO:0001193,GO:0006974,GO:0006281,GO:0006379,GO:0001172,GO:0006367,GO:0005515,GO:0003968,GO:0046872,GO:0003899,GO:0003676,GO:0008270,GO:0005730,GO:0005634,GO:0005665","transcription\, DNA-templated,transcription by RNA polymerase II,transcription-coupled nucleotide-excision repair,maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase II promoter,cellular response to DNA damage stimulus,DNA repair,mRNA cleavage,transcription\, RNA-templated,transcription initiation from RNA polymerase II promoter","protein binding,RNA-directed 5'-3' RNA polymerase activity,metal ion binding,DNA-directed 5'-3' RNA polymerase activity,nucleic acid binding,zinc ion binding","nucleolus,nucleus,DNA-directed RNA polymerase II\, core complex",Small proteins,Rubredoxin-like,Zinc beta-ribbon,Transcriptional factor domain,P27999,RPB9_YEAST,1.0,,,X-ray diffraction,,RNA POLYMERASE II ELONGATION COMPLEX,"Gnatt\, A.L.,Cramer\, P.,Kornberg\, R.D.",Natural,CCD,ADSC QUANTUM 4,BL9-2,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,C 1 2 1,,SSRL,,,,,,,,
1qrk,1,J. Biol. Chem.,274,,,Identification of the calcium binding site and a novel ytterbium site in blood coagulation factor XIII by x-ray crystallography.,10.1074/jbc.274.8.4917,4917-23,1999,9988734,"Fox\, B.A.,Yee\, V.C.,Pedersen\, L.C.,Le Trong\, I.,Bishop\, P.D.,Stenkamp\, R.E.,Teller\, D.C.",REL,2018-01-31T01:00:00Z,1999-07-02T01:00:00Z,RCSB,RCSB,1999-06-14T01:00:00Z,,1bl2,"PF00927,PF01841,PF00868","Transglut_C,Transglut_core,Transglut_N","E-set,Peptidase_CA","Transglutaminase family\, C-terminal ig like domain,Transglutaminase-like superfamily,Transglutaminase family","IPR008958,IPR036985,IPR002931,IPR001102,IPR034810,IPR013783,IPR014756,IPR023608,IPR036238,IPR013808","Transglutaminase\, C-terminal,Transglutaminase-like superfamily,Transglutaminase-like,Transglutaminase\, N-terminal,Coagulation factor XIII A chain,Immunoglobulin-like fold,Immunoglobulin E-set,Protein-glutamine gamma-glutamyltransferase\, animal,Transglutaminase\, C-terminal domain superfamily,Transglutaminase\, active site","2.60.40.10,3.90.260.10","Mainly Beta,Alpha Beta","Sandwich,Alpha-Beta Complex","Immunoglobulin-like,Coagulation Factor XIII; Chain A\, domain 2","Immunoglobulins,Coagulation Factor XIII\, subunit A\, domain 2",2.3.2.13,Protein-glutamine gamma-glutamyltransferase,Protein-L-glutamine:protein-L-lysine gamma-glutamyltransferase,"Transferases,Acyltransferases,Aminoacyltransferases,Protein-glutamine gamma-glutamyltransferase","GO:0007596,GO:0072378,GO:0002576,GO:0007599,GO:0018149,GO:0046872,GO:0003810,GO:0016740,GO:0016746,GO:0031093,GO:0005576,GO:0005737,GO:0072562","blood coagulation,blood coagulation\, fibrin clot formation,platelet degranulation,hemostasis,peptide cross-linking","metal ion binding,protein-glutamine gamma-glutamyltransferase activity,transferase activity,transferase activity\, transferring acyl groups","platelet alpha granule lumen,extracellular region,cytoplasm,blood microparticle","All beta proteins,Alpha and beta proteins (a+b),All beta proteins","Immunoglobulin-like beta-sandwich,Cysteine proteinases,Immunoglobulin-like beta-sandwich","Transglutaminase\, two C-terminal domains,Cysteine proteinases,E set domains","Transglutaminase\, two C-terminal domains,Transglutaminase core,Transglutaminase N-terminal domain",P00488,F13A_HUMAN,"1.0,1.0",,,X-ray diffraction,y,HUMAN FACTOR XIII WITH STRONTIUM BOUND IN THE ION SITE,"Pederson\, L.C.,Teller\, D.C.,Fox\, B.A.,Yee\, V.C.,Le Trong\, I.,Bishop\, P.D.,Stenkamp\, R.E.",Engineered,Image plate,RIGAKU RAXIS IIC,,Rotating anode,Single wavelength,MOLECULAR REPLACEMENT,,P 1 21 1,,,,,,,,,,
5o31,16,To be published,,,,Mitochondrial complex I in the deactive state,,,,,"Blaza\, J.N.,Vinothkumar\, K.R.,Hirst\, J.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-05-23T01:00:00Z,,,PF05047,L51_S25_CI-B8,Thioredoxin,Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain,,,,,,,,,,,,,,,,,,,,Q02370,NDUA2_BOVIN,0.99,,emd-3731,Electron Microscopy,,Mitochondrial complex I in the deactive state,"Vinothkumar\, K.R.,Blaza\, J.N.,Hirst\, J.",Natural,,,,,,,,P 1,,,,,,,,,,
2j0i,1,To be published,,,,Crystal Structure of the Human P21-Activated Kinase 4,,,,,"Debreczeni\, J.E.,Eswaran\, J.,Ugochukwu\, E.,Papagrigoriou\, E.,Turnbull\, A.,von Delft\, F.,Arrowsmith\, C.,Weigelt\, J.,Edwards\, A.,Sundstrom\, M.,Knapp\, S.",REL,2018-01-31T01:00:00Z,2006-08-17T01:00:00Z,PDBE,PDBE,2006-08-03T01:00:00Z,,,PF00069,Pkinase,PKinase,Protein kinase domain,"IPR000719,IPR017441,IPR011009","Protein kinase domain,Protein kinase\, ATP binding site,Protein kinase-like domain superfamily","1.10.510.10,3.30.200.20","Mainly Alpha,Alpha Beta","Orthogonal Bundle,2-Layer Sandwich","Transferase(Phosphotransferase); domain 1,Phosphorylase Kinase; domain 1","Transferase(Phosphotransferase) domain 1,Phosphorylase Kinase; domain 1",2.7.11.1,Non-specific serine/threonine protein kinase,ATP:protein phosphotransferase (non-specific),"Transferases,Transferring phosphorus-containing groups,Protein-serine/threonine kinases,Non-specific serine/threonine protein kinase","GO:0006468,GO:0005524,GO:0004672",protein phosphorylation,"ATP binding,protein kinase activity",,,,,,O96013,PAK4_HUMAN,0.51,,,X-ray diffraction,y,CRYSTAL STRUCTURE OF THE HUMAN P21-ACTIVATED KINASE 4,"Papagrigoriou\, E.,Arrowsmith\, C.,Ugochukwu\, E.,Debreczeni\, J.E.,Eswaran\, J.,Turnbull\, A.,Weigelt\, J.,Sundstrom\, M.,von Delft\, F.,Edwards\, A.,Knapp\, S.",Engineered,CCD,MARRESEARCH,X10SA,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,P 41 21 2,,SLS,,,,,,,"POTASSIUM CITRATE,BIS-TRIS PROPANE,POLYETHYLENE GLYCOL 3350,ETHYLENE GLYCOL",6.5
6exn,8,Science,358,,,Postcatalytic spliceosome structure reveals mechanism of 3'-splice site selection.,10.1126/science.aar3729,1283-1288,2017,29146871,"Wilkinson\, M.E.,Fica\, S.M.,Galej\, W.P.,Norman\, C.M.,Newman\, A.J.,Nagai\, K.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-11-08T01:00:00Z,,,PF02847,MA3,TPR,MA3 domain,,,,,,,,,,,,,,,,,,,,P53333,CWC22_YEAST,1.0,,emd-3979,Electron Microscopy,,Post-catalytic P complex spliceosome with 3' splice site docked,"Wilkinson\, M.E.,Galej\, W.P.,Nagai\, K.,Newman\, A.J.,Fica\, S.M.,Norman\, C.M.",Natural,,,,,,,,P 1,,,,,,,,,,
6exn,25,Science,358,,,Postcatalytic spliceosome structure reveals mechanism of 3'-splice site selection.,10.1126/science.aar3729,1283-1288,2017,29146871,"Wilkinson\, M.E.,Fica\, S.M.,Galej\, W.P.,Norman\, C.M.,Newman\, A.J.,Nagai\, K.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-11-08T01:00:00Z,,,PF01423,LSM,Sm-like,LSM domain,,,,,,,,,,,,,,,,,,,,P40018,RSMB_YEAST,"1.0,1.0",,emd-3979,Electron Microscopy,,Post-catalytic P complex spliceosome with 3' splice site docked,"Wilkinson\, M.E.,Galej\, W.P.,Nagai\, K.,Newman\, A.J.,Fica\, S.M.,Norman\, C.M.",Natural,,,,,,,,P 1,,,,,,,,,,
6exn,6,Science,358,,,Postcatalytic spliceosome structure reveals mechanism of 3'-splice site selection.,10.1126/science.aar3729,1283-1288,2017,29146871,"Wilkinson\, M.E.,Fica\, S.M.,Galej\, W.P.,Norman\, C.M.,Newman\, A.J.,Nagai\, K.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-11-08T01:00:00Z,,,PF04502,DUF572,,Family of unknown function (DUF572),,,,,,,,,,,,,,,,,,,,P28320,CWC16_YEAST,1.0,,emd-3979,Electron Microscopy,,Post-catalytic P complex spliceosome with 3' splice site docked,"Wilkinson\, M.E.,Galej\, W.P.,Nagai\, K.,Newman\, A.J.,Fica\, S.M.,Norman\, C.M.",Natural,,,,,,,,P 1,,,,,,,,,,
1ejh,1,Mol. Cell,3,,,Cap-dependent translation initiation in eukaryotes is regulated by a molecular mimic of eIF4G.,10.1016/S1097-2765(01)80003-4,707-16,1999,10394359,"Marcotrigiano\, J.,Gingras\, A.C.,Sonenberg\, N.,Burley\, S.K.",REL,2018-01-31T01:00:00Z,2000-03-10T01:00:00Z,RCSB,RCSB,2000-03-02T01:00:00Z,,,PF01652,IF4E,eIF4e,Eukaryotic initiation factor 4E,"IPR001040,IPR019770,IPR023398","Translation Initiation factor eIF- 4e,Eukaryotic translation initiation factor 4E (eIF-4E)\, conserved site,Translation Initiation factor eIF- 4e-like",3.30.760.10,Alpha Beta,2-Layer Sandwich,"RNA Cap\, Translation Initiation Factor Eif4e","RNA Cap\, Translation Initiation Factor Eif4e",,,,,"GO:0006413,GO:0003743,GO:0003723,GO:0005737",translational initiation,"translation initiation factor activity,RNA binding",cytoplasm,Alpha and beta proteins (a+b),eIF4e-like,eIF4e-like,Translation initiation factor eIF4e,P63073,IF4E_MOUSE,"0.88,0.88,0.88,0.88",,,X-ray diffraction,y,EIF4E/EIF4G PEPTIDE/7-METHYL-GDP,"Sonenberg\, N.,Burley\, S.K.,Marcotrigiano\, J.,Gingras\, A.-C.",Engineered,CCD,ADSC QUANTUM 1,A1,Synchrotron,Single wavelength,,,P 31,,CHESS,,,,,,,,
5oji,1,FEBS J.,285,,,Crystal structure and catalytic characterization of the dehydrogenase/reductase SDR family member 4 (DHRS4) from Caenorhabditis elegans.,10.1111/febs.14337,275-293,2017,29151266,"Kisiela\, M.,Faust\, A.,Ebert\, B.,Maser\, E.,Scheidig\, A.J.",REL,2018-01-31T01:00:00Z,2017-11-22T01:00:00Z,PDBE,PDBE,2017-07-21T01:00:00Z,,,"PF08659,PF00106,PF13561","KR,adh_short,adh_short_C2","NADP_Rossmann,NADP_Rossmann,NADP_Rossmann","KR domain,short chain dehydrogenase,Enoyl-(Acyl carrier protein) reductase","IPR036291,IPR002347","NAD(P)-binding domain superfamily,Short-chain dehydrogenase/reductase SDR",,,,,,1.1.1.184,Carbonyl reductase (NADPH),Secondary-alcohol:NADP(+) oxidoreductase,"Oxidoreductases,Acting on the CH-OH group of donors,With NAD(+) or NADP(+) as acceptor,Carbonyl reductase (NADPH)","GO:0055114,GO:0004090,GO:0003824,GO:0016491",oxidation-reduction process,"carbonyl reductase (NADPH) activity,catalytic activity,oxidoreductase activity",,,,,,G5EGA6,DHRS4_CAEEL,"1.0,1.0",,,X-ray diffraction,y,Crystal structure of the dehydrogenase/reductase SDR family member 4 (DHRS4) from Caenorhabditis elegans,"Scheidig\, A.J.,Faust\, A.,Maser\, E.,Kisiela\, M.,Ebert\, B.",Engineered,Pixel,DECTRIS PILATUS 6M-F,P14 (MX2),Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,P 42 21 2,,PETRA III,,,,,,,,
6f42,7,Nature,553,,,Molecular mechanism of promoter opening by RNA polymerase III.,10.1038/nature25440,295-300,2018,29345638,"Vorlander\, M.K.,Khatter\, H.,Wetzel\, R.,Hagen\, W.J.H.,Muller\, C.W.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-11-29T01:00:00Z,,,"PF08292,PF03876","RNA_pol_Rbc25,SHS2_Rpb7-N","OB,SHS2","RNA polymerase III subunit Rpc25,SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397",,,,,,,,,,,,,,,,,,,,P35718,RPC8_YEAST,1.0,,emd-4182,Electron Microscopy,,RNA Polymerase III closed complex CC1.,"Khatter\, H.,Mueller\, C.W.,Hagen\, W.J.H.,Vorlaender\, M.K.,Wetzel\, R.",Natural,,,,,,,,P 1,,,,,,,,,,
6enf,13,Mol. Cell,68,,,Structural Basis for Polyproline-Mediated Ribosome Stalling and Rescue by the Translation Elongation Factor EF-P.,10.1016/j.molcel.2017.10.014,515-527.e6,2017,29100052,"Huter\, P.,Arenz\, S.,Bock\, L.V.,Graf\, M.,Frister\, J.O.,Heuer\, A.,Peil\, L.,Starosta\, A.L.,Wohlgemuth\, I.,Peske\, F.,Novacek\, J.,Berninghausen\, O.,Grubmuller\, H.,Tenson\, T.,Beckmann\, R.,Rodnina\, M.V.,Vaiana\, A.C.,Wilson\, D.N.",REL,2018-01-31T01:00:00Z,2017-11-22T01:00:00Z,PDBE,PDBE,2017-10-04T01:00:00Z,,,PF00416,Ribosomal_S13,H2TH,Ribosomal protein S13/S18,"IPR018269,IPR010979,IPR027437,IPR001892,IPR019980","Ribosomal protein S13\, conserved site,Ribosomal protein S13-like\, H2TH,30s ribosomal protein S13\, C-terminal,Ribosomal protein S13,Ribosomal protein S13\, bacterial-type",,,,,,,,,,"GO:0006412,GO:0042254,GO:0005515,GO:0003735,GO:0000049,GO:0003723,GO:0019843,GO:0022627,GO:0005829,GO:0030529,GO:0005840","translation,ribosome biogenesis","protein binding,structural constituent of ribosome,tRNA binding,RNA binding,rRNA binding","cytosolic small ribosomal subunit,cytosol,intracellular ribonucleoprotein complex,ribosome",,,,,P0A7S9,RS13_ECOLI,0.97,,emd-3898,Electron Microscopy,,Cryo-EM structure of a polyproline-stalled ribosome in the absence of EF-P,"Wilson\, D.N.,Arenz\, S.,Huter\, P.",Natural,,,,,,,,P 1,,,,,,,,,,
6enf,9,Mol. Cell,68,,,Structural Basis for Polyproline-Mediated Ribosome Stalling and Rescue by the Translation Elongation Factor EF-P.,10.1016/j.molcel.2017.10.014,515-527.e6,2017,29100052,"Huter\, P.,Arenz\, S.,Bock\, L.V.,Graf\, M.,Frister\, J.O.,Heuer\, A.,Peil\, L.,Starosta\, A.L.,Wohlgemuth\, I.,Peske\, F.,Novacek\, J.,Berninghausen\, O.,Grubmuller\, H.,Tenson\, T.,Beckmann\, R.,Rodnina\, M.V.,Vaiana\, A.C.,Wilson\, D.N.",REL,2018-01-31T01:00:00Z,2017-11-22T01:00:00Z,PDBE,PDBE,2017-10-04T01:00:00Z,,,PF00380,Ribosomal_S9,S5,Ribosomal protein S9/S16,"IPR023035,IPR020574,IPR014721,IPR000754,IPR020568","Ribosomal protein S9\, bacterial/plastid,Ribosomal protein S9\, conserved site,Ribosomal protein S5 domain 2-type fold\, subgroup,Ribosomal protein S9,Ribosomal protein S5 domain 2-type fold",,,,,,,,,,"GO:0006412,GO:0000462,GO:0003735,GO:0000049,GO:0003723,GO:0022627,GO:0005829,GO:0030529,GO:0005840","translation,maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA\, 5.8S rRNA\, LSU-rRNA)","structural constituent of ribosome,tRNA binding,RNA binding","cytosolic small ribosomal subunit,cytosol,intracellular ribonucleoprotein complex,ribosome",,,,,P0A7X3,RS9_ECOLI,0.98,,emd-3898,Electron Microscopy,,Cryo-EM structure of a polyproline-stalled ribosome in the absence of EF-P,"Wilson\, D.N.,Arenz\, S.,Huter\, P.",Natural,,,,,,,,P 1,,,,,,,,,,
5o36,1,J. Virol.,,,,Structural study of the C-terminal domain of non-structural protein 1 from Japanese encephalitis virus.,10.1128/JVI.01868-17,,2018,29343583,"Poonsiri\, T.,Wright\, G.S.A.,Diamond\, M.S.,Turtle\, L.,Solomon\, T.,Antonyuk\, S.V.",REL,2018-01-31T01:00:00Z,2018-01-24T01:00:00Z,PDBE,PDBE,2017-05-23T01:00:00Z,,,,,,,,,,,,,,"2.1.1.56,3.4.21.91,3.6.1.15,2.1.1.57,3.6.4.13,2.7.7.48","mRNA (guanine-N(7)-)-methyltransferase,Flavivirin,Nucleoside-triphosphate phosphatase,Methyltransferase cap1,RNA helicase,RNA-directed RNA polymerase","S-adenosyl-L-methionine:mRNA (guanine-N(7)-)-methyltransferase,Unspecific diphosphate phosphohydrolase,S-adenosyl-L-methionine:5'-(N(7)-methyl 5'-triphosphoguanosine)-(purine-ribonucleotide)-[mRNA] 2-O-methyltransferase,ATP phosphohydrolase (RNA helix unwinding),Nucleoside-triphosphate:RNA nucleotidyltransferase (RNA-directed)","Transferases,Transferring one-carbon groups,Methyltransferases,mRNA (guanine-N(7)-)-methyltransferase,Hydrolases,Acting on peptide bonds (peptidases),Serine endopeptidases,Flavivirin,Hydrolases,Acting on acid anhydrides,In phosphorus-containing anhydrides,Nucleoside-triphosphate phosphatase,Transferases,Transferring one-carbon groups,Methyltransferases,Methyltransferase cap1,Hydrolases,Acting on acid anhydrides,Acting on ATP; involved in cellular and subcellular movement,RNA helicase,Transferases,Transferring phosphorus-containing groups,Nucleotidyltransferases,RNA-directed RNA polymerase",,,,,,,,,P27395,POLG_JAEV1,0.06,,,X-ray diffraction,y,Japanese encephalitis virus non-structural protein 1' C-terminal domain,"Antonyuk\, S.V.,Thanalai\, P.,Wright\, G.S.A.","Engineered,Engineered",Pixel,DECTRIS PILATUS3 S 6M,I02,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,I 21 21 21,,DIAMOND,,,,,,,,
1d4c,1,Nat. Struct. Biol.,6,,,Structure and mechanism of the flavocytochrome c fumarate reductase of Shewanella putrefaciens MR-1.,10.1038/70051,1113-7,1999,10581551,"Leys\, D.,Tsapin\, A.S.,Nealson\, K.H.,Meyer\, T.E.,Cusanovich\, M.A.,Van Beeumen\, J.J.",REL,2018-01-31T01:00:00Z,1999-12-01T01:00:00Z,RCSB,RCSB,1999-10-03T01:00:00Z,,,"PF01134,PF01494,PF03486,PF00890,PF07992,PF14537,PF12831,PF13450,PF01266","GIDA,FAD_binding_3,HI0933_like,FAD_binding_2,Pyr_redox_2,Cytochrom_c3_2,FAD_oxidored,NAD_binding_8,DAO","NADP_Rossmann,NADP_Rossmann,NADP_Rossmann,NADP_Rossmann,NADP_Rossmann,Multiheme_cytos,NADP_Rossmann,NADP_Rossmann,NADP_Rossmann","Glucose inhibited division protein A,FAD binding domain,HI0933-like protein,FAD binding domain,Pyridine nucleotide-disulphide oxidoreductase,Cytochrome c3,FAD dependent oxidoreductase,NAD(P)-binding Rossmann-like domain,FAD dependent oxidoreductase","IPR027477,IPR011031,IPR036188,IPR036280,IPR012286,IPR010960,IPR003953","Succinate dehydrogenase/fumarate reductase flavoprotein\, catalytic domain superfamily,Multihaem cytochrome,FAD/NAD(P)-binding domain superfamily,Multiheme cytochrome superfamily,Tetrahaem cytochrome domain,Flavocytochrome c,FAD-dependent oxidoreductase 2\, FAD binding domain","3.90.700.10,1.10.1130.10,3.50.50.60","Alpha Beta,Mainly Alpha,Alpha Beta","Alpha-Beta Complex,Orthogonal Bundle,3-Layer(bba) Sandwich","Flavocytochrome C3; Chain A\, domain 1,Flavocytochrome C3; Chain A\, domain 2,FAD/NAD(P)-binding domain","Flavocytochrome C3; Chain A\, domain 1,Flavocytochrome C3; Chain A,FAD/NAD(P)-binding domain",1.3.5.4,Fumarate reductase (quinol),Succinate:quinone oxidoreductase,"Oxidoreductases,Acting on the CH-CH group of donors,With a quinone or related compound as acceptor,Fumarate reductase (quinol)","GO:0055114,GO:0000104",oxidation-reduction process,succinate dehydrogenase activity,,"All alpha proteins,Alpha and beta proteins (a/b),Alpha and beta proteins (a+b)","Multiheme cytochromes,FAD/NAD(P)-binding domain,Succinate dehydrogenase/fumarate reductase flavoprotein\, catalytic domain","Multiheme cytochromes,FAD/NAD(P)-binding domain,Succinate dehydrogenase/fumarate reductase flavoprotein\, catalytic domain","Di-heme elbow motif,Succinate dehydrogenase/fumarate reductase flavoprotein N-terminal domain,Succinate dehydrogenase/fumarate reductase flavoprotein\, catalytic domain",P83223,FRDA_SHEON,"1.0,1.0,1.0,1.0",,,X-ray diffraction,,CRYSTAL STRUCTURE OF THE UNCOMPLEXED FORM OF THE FLAVOCYTOCHROME C FUMARATE REDUCTASE OF SHEWANELLA PUTREFACIENS STRAIN MR-1,"Leys\, D.,Van Beeumen\, J.J.,Meyer\, T.E.,Cusanovich\, M.A.,Tsapin\, A.S.",Natural,Image plate,MARRESEARCH,D41A,Synchrotron,Single wavelength,,,P 21 21 2,,LURE,,,,,,,,
